payment_id,bill_id,member_id,payment_date,payment_amount,payment_mode,payment_status
PA001322,BI001322,M000125,2025-01-07,5714.0,Credit Card,Failed
PA001323,BI001323,M001568,2025-07-03,4602.85,UPI,Success
PA001324,BI001324,M002005,2025-02-20,516.19,Cash,Success
PA001325,BI001325,M000163,2025-02-05,4494.84,Cash,Failed
PA001326,BI001326,M002247,2025-01-25,4083.57,Cash,Success
PA001327,BI001327,M001271,2025-09-17,4207.04,Cash,Success
PA001328,BI001328,M000722,2024-05-13,4164.97,UPI,Success
PA001329,BI001329,M001610,2024-07-10,1912.9,Net Banking,Success
PA001330,BI001330,M002090,2025-05-11,3436.94,Cash,Success
PA001331,BI001331,M000252,2024-05-11,2377.56,Debit Card,Success
PA001332,BI001332,M001716,2024-12-01,4554.11,Net Banking,Success
PA001333,BI001333,M000092,2024-01-30,2963.21,Cash,Refunded
PA001334,BI001334,M000966,2025-07-02,2887.71,Cash,Success
PA001335,BI001335,M000037,2024-12-07,2409.29,Cash,Failed
PA001336,BI001336,M001179,2024-05-20,3154.62,Credit Card,Success
PA001337,BI001337,M000121,2024-04-07,544.58,Net Banking,Failed
PA001338,BI001338,M002201,2025-04-08,2707.32,Cash,Success
PA001339,BI001339,M000740,2025-01-04,2977.33,UPI,Success
PA001340,BI001340,M001415,2024-10-17,3366.2,Wallet,Success
PA001341,BI001341,M000244,2024-07-29,3213.7,Wallet,Success
PA001342,BI001342,M002469,2025-05-29,4409.81,Debit Card,Success
PA001343,BI001343,M001005,2025-11-28,1691.21,Debit Card,Success
PA001344,BI001344,M000985,2025-09-27,2256.57,Cash,Success
PA001345,BI001345,M001505,2024-09-01,2381.43,Net Banking,Failed
PA001346,BI001346,M001217,2025-08-15,2279.06,Net Banking,Success
PA001347,BI001347,M002300,2024-08-10,2477.27,Wallet,Success
PA001348,BI001348,M000398,2025-11-08,3011.0,Net Banking,Success
PA001349,BI001349,M002103,2024-06-29,2701.46,Cash,Refunded
PA001350,BI001350,M001801,2025-11-18,3581.02,Net Banking,Success
PA001351,BI001351,M000656,2025-07-07,3078.86,UPI,Success
PA001352,BI001352,M001145,2025-01-12,3540.8,Wallet,Success
PA001353,BI001353,M000112,2024-03-11,2131.49,Cash,Success
PA001354,BI001354,M000876,2024-05-16,2828.81,Wallet,Success
PA001355,BI001355,M002418,2025-07-03,3510.2,UPI,Success
PA001356,BI001356,M001323,2025-08-21,4666.61,Wallet,Success
PA001357,BI001357,M002120,2025-01-04,4752.93,UPI,Success
PA001358,BI001358,M001300,2025-04-03,4678.73,Cash,Success
PA001359,BI001359,M001620,2024-05-12,1538.15,Cash,Success
PA001360,BI001360,M001107,2024-09-23,2130.03,,Success
PA001361,BI001361,M001542,2025-01-12,2490.52,UPI,Success
PA001362,BI001362,M001106,2024-07-19,4092.78,Net Banking,Success
PA001363,BI001363,M001019,2025-03-11,3205.6,UPI,Success
PA001364,BI001364,M000905,2024-05-16,4628.05,,Success
PA001365,BI001365,M002469,2025-05-29,3789.43,Credit Card,Success
PA001366,BI001366,M000411,2025-02-28,4264.19,Credit Card,Success
PA001367,BI001367,M002016,2024-02-25,3365.07,Net Banking,Success
PA001368,BI001368,M000494,2025-05-30,3795.43,Debit Card,Success
PA001369,BI001369,M001001,2025-10-05,2980.11,Credit Card,Failed
PA001370,BI001370,M001828,2024-10-18,3212.37,Credit Card,Success
PA001371,BI001371,M000576,2024-07-25,3256.57,UPI,Success
PA001372,BI001372,M001009,2024-11-17,5071.36,Net Banking,Success
PA001373,BI001373,M000899,2025-03-03,2396.42,Debit Card,Failed
PA001374,BI001374,M001625,2024-06-18,4186.36,Credit Card,Success
PA001375,BI001375,M000087,2024-06-02,4412.27,Debit Card,Success
PA001376,BI001376,M000837,2024-08-19,4031.06,Net Banking,Refunded
PA001377,BI001377,M000640,2024-03-07,4664.98,Debit Card,Success
PA001378,BI001378,M001555,2024-12-19,1892.01,Wallet,Success
PA001379,BI001379,M001162,2024-12-16,1638.36,Cash,Success
PA001380,BI001380,M002269,2024-03-26,3336.17,Net Banking,Success
PA001381,BI001381,M001178,2024-03-06,2352.31,UPI,Success
PA001382,BI001382,M000825,2025-08-17,3368.16,Wallet,Success
PA001383,BI001383,M000001,2025-03-05,3389.52,Net Banking,Success
PA001384,BI001384,M001998,2025-05-27,5503.93,Credit Card,Success
PA001385,BI001385,M001486,2024-01-17,3872.06,Debit Card,Success
PA001386,BI001386,M000302,2024-03-24,4759.05,Wallet,Success
PA001387,BI001387,M001782,2025-04-10,3148.12,Credit Card,Success
PA001388,BI001388,M000653,2024-07-23,2999.41,Cash,Success
PA001389,BI001389,M002096,2024-03-22,4225.28,UPI,Success
PA001390,BI001390,M000600,2024-10-04,5059.76,Wallet,Success
PA001391,BI001391,M002153,2024-05-16,-1143.53,Credit Card,Success
PA001392,BI001392,M000634,2025-05-12,3475.65,UPI,Success
PA001393,BI001393,M002064,2025-03-24,3400.93,Cash,Success
PA001394,BI001394,M000784,2025-06-09,3917.37,Wallet,Success
PA001395,BI001395,M001722,2024-03-27,3764.59,Wallet,Success
PA001396,BI001396,M001863,2025-12-21,2033.06,Wallet,Success
PA001397,BI001397,M000789,2025-11-08,4545.23,Cash,Success
PA001398,BI001398,M002388,2024-11-03,3794.88,Wallet,Success
PA001399,BI001399,M000376,2024-10-22,1939.92,UPI,Success
PA001400,BI001400,M000952,2025-07-09,3801.87,Wallet,Success
PA001401,BI001401,M000437,2024-11-05,1520.21,Cash,Success
PA001402,BI001402,M001003,2024-06-04,4453.38,UPI,Success
PA001403,BI001403,M001039,2025-06-15,5122.12,Cash,Failed
PA001404,BI001404,M001118,2025-01-12,2989.05,Cash,Success
PA001405,BI001405,M001177,2025-01-01,3256.26,Cash,Success
PA001406,BI001406,M001957,2025-10-25,2456.77,UPI,Success
PA001407,BI001407,M002235,2024-07-29,617.78,Net Banking,Success
PA001408,BI001408,M000384,2024-11-17,2086.76,Wallet,Refunded
PA001409,BI001409,M000251,2024-01-24,3803.38,Net Banking,Success
PA001410,BI001410,M001692,2024-09-25,2114.1,Cash,Success
PA001411,BI001411,M001566,2024-11-14,2887.18,Wallet,Success
PA001412,BI001412,M001818,2024-06-14,3799.98,Debit Card,Failed
PA001413,BI001413,M001993,2025-01-18,1217.01,Net Banking,Success
PA001414,BI001414,M000393,2024-12-15,2046.2,UPI,Success
PA001415,BI001415,M001452,2025-03-07,3992.42,Debit Card,Failed
PA001416,BI001416,M000738,2024-06-11,2944.33,Credit Card,Success
PA001417,BI001417,M001225,2025-08-28,2509.66,UPI,Success
PA001418,BI001418,M000587,2025-01-25,3878.33,Debit Card,Success
PA001419,BI001419,M000728,2024-02-22,4885.87,Net Banking,Success
PA001420,BI001420,M000347,2024-04-17,3907.8,Net Banking,Success
PA001421,BI001421,M002318,2025-11-20,1816.43,Cash,Success
PA001422,BI001422,M000172,2024-07-01,2373.77,Wallet,Success
PA001423,BI001423,M002396,2025-01-21,2118.46,Credit Card,Success
PA001424,BI001424,M000944,2024-03-09,1469.44,Net Banking,Success
PA001425,BI001425,M001191,2025-06-29,1786.39,Credit Card,Failed
PA001426,BI001426,M001018,2024-05-15,2455.52,Wallet,Success
PA001427,BI001427,M002374,2024-10-11,3962.53,Credit Card,Success
PA001428,BI001428,M002415,2024-07-08,2650.13,Wallet,Success
PA001429,BI001429,M001145,2024-06-19,1723.03,Debit Card,Success
PA001430,BI001430,M000577,2024-01-29,2371.58,Debit Card,Success
PA001431,BI001431,M001545,2024-12-07,3265.08,Wallet,Success
PA001432,BI001432,M001350,2024-01-30,3340.13,Credit Card,Success
PA001433,BI001433,M001236,2024-12-07,3286.31,Net Banking,Success
PA001434,BI001434,M001911,2025-05-24,2475.58,Credit Card,Success
PA001435,BI001435,M001376,2025-06-11,1342.72,Net Banking,Success
PA001436,BI001436,M002356,2025-07-14,1521.76,Debit Card,Success
PA001437,BI001437,M000057,2025-01-31,5007.74,Cash,Success
PA001438,BI001438,M000915,2024-07-19,3682.75,Cash,Success
PA001439,BI001439,M001996,2025-04-25,4059.32,Net Banking,Failed
PA001440,BI001440,M001004,2024-02-26,4258.27,Net Banking,Failed
PA001441,BI001441,M001451,2024-07-05,3921.38,UPI,Success
PA001442,BI001442,M002324,2025-05-31,3613.33,Cash,Success
PA001443,BI001443,M000733,2025-10-11,2381.1,Credit Card,Success
PA001444,BI001444,M000089,2024-08-07,1182.05,Credit Card,Success
PA001445,BI001445,M001350,2025-02-02,4282.24,Wallet,Success
PA001446,BI001446,M000302,2025-08-02,3827.63,UPI,Success
PA001447,BI001447,M002092,2025-10-21,3534.27,Net Banking,Failed
PA001448,BI001448,M001353,2025-08-20,1374.48,Credit Card,Success
PA001449,BI001449,M001972,2025-03-29,3247.06,Net Banking,Success
PA001450,BI001450,M002351,2025-05-09,3526.73,,Success
PA001451,BI001451,M001500,2025-01-25,1705.56,UPI,Success
PA001452,BI001452,M001252,2025-03-18,1960.47,Cash,Success
PA001453,BI001453,M001029,2024-01-14,2952.73,Net Banking,Success
PA001454,BI001454,M002143,2024-09-15,4454.23,Wallet,Success
PA001455,BI001455,M001507,2024-03-14,3047.56,Cash,Success
PA001456,BI001456,M000482,2024-09-25,4255.23,UPI,Success
PA001457,BI001457,M001689,2024-09-13,3778.26,Debit Card,Success
PA001458,BI001458,M001306,2025-10-16,3853.47,Cash,Success
PA001459,BI001459,M000329,2025-08-08,3131.87,UPI,Success
PA001460,BI001460,M001603,2025-10-18,3831.03,Credit Card,Success
PA001461,BI001461,M001706,2024-12-01,3694.29,Wallet,Success
PA001462,BI001462,M002333,2024-10-19,2452.32,Credit Card,Success
PA001463,BI001463,M001186,2025-06-14,2291.61,Net Banking,Success
PA001464,BI001464,M002255,2025-09-15,3583.17,Cash,Success
PA001465,BI001465,M002345,2024-02-19,2551.23,Net Banking,Success
PA001466,BI001466,M002405,2024-06-06,2657.2,UPI,Success
PA001467,BI001467,M001555,2025-01-04,2011.57,Cash,Success
PA001468,BI001468,M002312,2024-08-27,4061.82,Debit Card,Success
PA001469,BI001469,M002004,2025-06-06,1807.63,Net Banking,Success
PA001470,BI001470,M000715,2025-10-21,5207.97,Wallet,Success
PA001471,BI001471,M000695,2025-03-31,2136.4,Debit Card,Failed
PA001472,BI001472,M000974,2024-02-08,4648.86,Credit Card,Success
PA001473,BI001473,M000092,2025-01-11,3473.54,UPI,Success
PA001474,BI001474,M000395,2024-09-21,3505.14,Wallet,Success
PA001475,BI001475,M001130,2025-08-30,2922.3,Wallet,Success
PA001476,BI001476,M001045,2025-08-31,3649.42,Wallet,Success
PA001477,BI001477,M001401,2024-01-29,2201.04,Cash,Success
PA001478,BI001478,M000435,2024-04-14,3703.05,Wallet,Success
PA001479,BI001479,M000429,2025-08-31,3057.99,Net Banking,Success
PA001480,BI001480,M001658,2024-06-30,4983.25,Cash,Success
PA001481,BI001481,M002408,2024-09-29,2325.4,UPI,Success
PA001482,BI001482,M001344,2025-06-10,2305.82,,Success
PA001483,BI001483,M000120,2025-04-26,2058.34,Net Banking,Success
PA001484,BI001484,M001153,2025-03-07,2140.62,Wallet,Success
PA001485,BI001485,M002176,2024-08-10,3750.12,Net Banking,Success
PA001486,BI001486,M000061,2025-06-20,3271.0,UPI,Success
PA001487,BI001487,M000476,2024-12-26,2195.18,Net Banking,Success
PA001488,BI001488,M001797,2024-12-13,3235.67,Debit Card,Success
PA001489,BI001489,M000509,2024-03-06,1899.89,Wallet,Success
PA001490,BI001490,M001488,2025-03-31,4798.77,Credit Card,Success
PA001491,BI001491,M001774,2025-02-06,4560.12,Debit Card,Failed
PA001492,BI001492,M000002,2025-06-23,4073.34,Net Banking,Success
PA001493,BI001493,M002007,2025-10-16,1232.09,Credit Card,Success
PA001494,BI001494,M001182,2025-05-15,3557.39,Net Banking,Success
PA001495,BI001495,M001171,2025-12-20,4644.58,Cash,Success
PA001496,BI001496,M001620,2025-01-20,3878.54,Credit Card,Failed
PA001497,BI001497,M002437,2025-12-22,1647.41,Debit Card,Success
PA001498,BI001498,M002412,2024-02-27,3679.45,Net Banking,Success
PA001499,BI001499,M001065,2025-09-05,3014.35,UPI,Success
PA001500,BI001500,M001268,2025-05-04,4737.25,Net Banking,Success
PA001501,BI001501,M000112,2024-03-15,2982.43,,Success
PA001502,BI001502,M002500,2024-02-10,2869.0,Cash,Success
PA001503,BI001503,M002104,2025-09-23,3720.89,Cash,Success
PA001504,BI001504,M000551,2024-04-19,2423.68,Cash,Success
PA001505,BI001505,M000361,2024-06-07,4007.49,Credit Card,Success
PA001506,BI001506,M002343,2024-03-24,2135.25,UPI,Success
PA001507,BI001507,M001156,2025-09-21,3375.56,Debit Card,Success
PA001508,BI001508,M001030,2025-12-29,4827.35,UPI,Success
PA001509,BI001509,M000760,2024-07-01,1771.98,Cash,Success
PA001510,BI001510,M001984,2024-12-23,2921.77,Cash,Success
PA001511,BI001511,M001924,2024-11-12,1681.28,Cash,Success
PA001512,BI001512,M000326,2024-09-29,3990.75,UPI,Success
PA001513,BI001513,M001769,2025-12-07,1126.88,Credit Card,Success
PA001514,BI001514,M002013,2025-10-27,2274.28,Credit Card,Success
PA001515,BI001515,M000990,2024-04-22,2821.33,Cash,Success
PA001516,BI001516,M001353,2024-06-07,2008.69,Credit Card,Success
PA001517,BI001517,M001207,2025-10-15,4651.98,UPI,Failed
PA001518,BI001518,M001107,2024-01-14,4746.88,Debit Card,Success
PA001519,BI001519,M002099,2025-02-08,5364.75,Net Banking,Success
PA001520,BI001520,M002247,2024-05-30,2351.07,Net Banking,Success
PA001521,BI001521,M000796,2024-02-13,2777.84,Net Banking,Success
PA001522,BI001522,M000908,2025-11-02,3662.69,,Success
PA001523,BI001523,M001184,2024-09-29,1014.4,Credit Card,Success
PA001524,BI001524,M001785,2024-11-09,1859.8,Credit Card,Success
PA001525,BI001525,M001606,2024-03-24,2842.39,Net Banking,Refunded
PA001526,BI001526,M001397,2024-05-24,3026.06,Debit Card,Success
PA001527,BI001527,M001259,2025-12-19,3864.81,Debit Card,Success
PA001528,BI001528,M002117,2024-07-12,2489.09,Wallet,Success
PA001529,BI001529,M000013,2024-06-14,1919.23,Wallet,Success
PA001530,BI001530,M001590,2025-10-19,3839.16,Cash,Success
PA001531,BI001531,M000969,2025-07-08,3013.87,Net Banking,Success
PA001532,BI001532,M001029,2024-01-14,2512.48,Debit Card,Success
PA001533,BI001533,M001341,2025-06-14,3026.34,Credit Card,Success
PA001534,BI001534,M000700,2025-12-24,2734.55,Debit Card,Success
PA001535,BI001535,M000167,2025-10-06,4463.38,,Success
PA001536,BI001536,M001609,2025-09-07,-2098.03,Wallet,Success
PA001537,BI001537,M000453,2025-10-15,3899.73,Debit Card,Success
PA001538,BI001538,M001710,2025-08-22,1632.39,Net Banking,Success
PA001539,BI001539,M000015,2024-06-13,3855.55,Cash,Success
PA001540,BI001540,M001404,2025-09-01,4378.09,Credit Card,Success
PA001541,BI001541,M001837,2024-02-08,3509.92,Wallet,Success
PA001542,BI001542,M000441,2024-07-10,-3972.54,Net Banking,Success
PA001543,BI001543,M001433,2025-08-29,2971.43,Cash,Failed
PA001544,BI001544,M000310,2025-11-28,2709.58,Net Banking,Success
PA001545,BI001545,M001583,2025-12-15,-697.68,Debit Card,Refunded
PA001546,BI001546,M000409,2024-05-26,1749.4,Net Banking,Success
PA001547,BI001547,M002347,2025-01-13,2869.3,Cash,Success
PA001548,BI001548,M001424,2025-04-27,2063.46,UPI,Failed
PA001549,BI001549,M001441,2024-01-12,3573.74,Cash,Success
PA001550,BI001550,M001332,2024-09-17,4207.05,Cash,Success
PA001551,BI001551,M001793,2025-08-20,3069.13,,Success
PA001552,BI001552,M001146,2024-09-26,2776.59,Net Banking,Success
PA001553,BI001553,M001997,2025-01-03,5456.06,Credit Card,Success
PA001554,BI001554,M000473,2024-11-02,4469.68,Credit Card,Success
PA001555,BI001555,M000032,2025-03-15,3289.2,Credit Card,Success
PA001556,BI001556,M000994,2025-03-09,2097.31,Credit Card,Success
PA001557,BI001557,M000454,2025-01-04,2632.31,Net Banking,Failed
PA001558,BI001558,M001853,2024-06-04,3489.1,Credit Card,Success
PA001559,BI001559,M002470,2025-05-25,2239.44,UPI,Success
PA001560,BI001560,M000430,2024-11-14,3332.55,Wallet,Success
PA001561,BI001561,M000453,2024-10-13,2789.61,Net Banking,Success
PA001562,BI001562,M002292,2024-03-06,3746.8,Credit Card,Refunded
PA001563,BI001563,M002176,2025-06-28,1576.33,Cash,Success
PA001564,BI001564,M002188,2024-10-25,1548.68,Net Banking,Success
PA001565,BI001565,M000250,2024-11-10,-4410.0,Debit Card,Success
PA001566,BI001566,M002495,2025-09-11,4311.45,UPI,Success
PA001567,BI001567,M000336,2025-02-22,4855.67,Credit Card,Success
PA001568,BI001568,M000272,2024-08-09,2089.65,,Success
PA001569,BI001569,M001402,2025-09-17,875.27,Cash,Success
PA001570,BI001570,M001453,2024-08-15,678.54,Debit Card,Success
PA001571,BI001571,M001737,2025-05-05,4724.28,UPI,Success
PA001572,BI001572,M001910,2024-07-27,2667.08,Wallet,Success
PA001573,BI001573,M001574,2024-06-16,5188.97,Net Banking,Success
PA001574,BI001574,M000391,2025-02-02,2292.49,UPI,Success
PA001575,BI001575,M000360,2025-09-15,4295.8,Credit Card,Success
PA001576,BI001576,M000508,2025-05-14,2306.08,UPI,Success
PA001577,BI001577,M001468,2025-07-04,2750.7,Net Banking,Success
PA001578,BI001578,M001626,2024-01-17,4524.02,UPI,Success
PA001579,BI001579,M000644,2025-03-17,2110.5,Debit Card,Success
PA001580,BI001580,M000453,2025-10-15,2744.19,Credit Card,Success
PA001581,BI001581,M001993,2025-01-08,2867.69,Net Banking,Success
PA001582,BI001582,M000200,2025-03-12,2102.18,Cash,Success
PA001583,BI001583,M002250,2024-03-05,4154.12,Net Banking,Success
PA001584,BI001584,M000333,2025-09-28,1517.81,Cash,Success
PA001585,BI001585,M000383,2024-07-30,4411.42,UPI,Success
PA001586,BI001586,M001933,2024-11-29,3279.8,Net Banking,Success
PA001587,BI001587,M002185,2025-02-22,2338.26,UPI,Success
PA001588,BI001588,M000548,2025-09-30,4707.85,Debit Card,Success
PA001589,BI001589,M001327,2025-12-07,2436.24,Net Banking,Success
PA001590,BI001590,M001076,2024-01-30,2688.19,,Success
PA001591,BI001591,M002413,2025-08-19,4907.76,Wallet,Success
PA001592,BI001592,M000103,2024-10-09,3087.77,Wallet,Refunded
PA001593,BI001593,M002484,2025-03-31,5658.53,Debit Card,Failed
PA001594,BI001594,M000038,2024-07-26,3552.91,UPI,Success
PA001595,BI001595,M002235,2024-11-01,2888.42,Debit Card,Success
PA001596,BI001596,M000835,2025-02-22,3592.01,Cash,Failed
PA001597,BI001597,M000175,2024-08-23,3736.7,Cash,Success
PA001598,BI001598,M001703,2025-07-25,3043.61,Net Banking,Success
PA001599,BI001599,M001305,2024-03-23,3006.54,Cash,Success
PA001600,BI001600,M000442,2025-09-18,3965.06,Wallet,Success
PA001601,BI001601,M000115,2025-02-21,4415.86,Cash,Success
PA001602,BI001602,M001163,2024-02-07,3482.08,Cash,Success
PA001603,BI001603,M001526,2025-02-15,4455.94,Credit Card,Success
PA001604,BI001604,M000384,2025-03-21,3949.17,UPI,Success
PA001605,BI001605,M001935,2024-01-12,976.52,Credit Card,Success
PA001606,BI001606,M000088,2025-07-30,4036.75,Wallet,Refunded
PA001607,BI001607,M001489,2025-09-02,1639.72,Credit Card,Success
PA001608,BI001608,M002174,2025-03-14,3232.07,Debit Card,Success
PA001609,BI001609,M000208,2024-08-29,4119.97,UPI,Failed
PA001610,BI001610,M002252,2025-07-22,4028.44,Credit Card,Success
PA001611,BI001611,M002420,2025-02-02,5841.42,UPI,Success
PA001612,BI001612,M001413,2024-06-04,3546.66,Wallet,Success
PA001613,BI001613,M000201,2025-01-24,2724.65,UPI,Success
PA001614,BI001614,M000881,2024-11-08,4831.41,,Success
PA001615,BI001615,M002202,2025-10-21,4643.68,Credit Card,Success
PA001616,BI001616,M002273,2025-04-27,2037.34,UPI,Success
PA001617,BI001617,M001608,2025-10-27,4657.02,UPI,Refunded
PA001618,BI001618,M001316,2024-09-26,4269.57,Net Banking,Success
PA001619,BI001619,M001536,2024-01-04,2848.74,Net Banking,Success
PA001620,BI001620,M000938,2025-06-12,3162.36,Wallet,Success
PA001621,BI001621,M000112,2024-09-28,3880.69,UPI,Success
PA001622,BI001622,M000684,2024-06-22,4519.48,UPI,Success
PA001623,BI001623,M001595,2025-08-02,4460.17,Credit Card,Success
PA001624,BI001624,M002299,2025-10-11,1328.74,UPI,Success
PA001625,BI001625,M000418,2024-07-26,4222.6,Debit Card,Success
PA001626,BI001626,M000455,2024-10-01,4479.05,Wallet,Success
PA001627,BI001627,M000215,2025-11-26,3498.7,Cash,Success
PA001628,BI001628,M001769,2025-09-05,3095.32,Cash,Success
PA001629,BI001629,M000688,2025-07-27,3774.16,Credit Card,Success
PA001630,BI001630,M001301,2025-06-25,1571.52,UPI,Success
PA001631,BI001631,M001940,2025-10-29,2600.62,,Success
PA001632,BI001632,M001281,2025-01-07,5435.8,UPI,Success
PA001633,BI001633,M002167,2025-10-23,1757.77,Cash,Success
PA001634,BI001634,M000788,2025-11-08,3170.14,UPI,Success
PA001635,BI001635,M000267,2025-02-12,2124.25,UPI,Success
PA001636,BI001636,M002300,2024-06-16,5082.3,Credit Card,Success
PA001637,BI001637,M001366,2025-11-08,4254.79,Debit Card,Success
PA001638,BI001638,M002073,2025-08-22,3757.36,Credit Card,Success
PA001639,BI001639,M001687,2024-10-14,3525.58,Net Banking,Success
PA001640,BI001640,M000945,2024-07-30,2521.81,Wallet,Success
PA001641,BI001641,M002415,2024-07-08,2841.73,Wallet,Success
PA001642,BI001642,M000952,2025-09-14,2657.75,Credit Card,Failed
PA001643,BI001643,M001114,2025-10-15,5322.54,UPI,Success
PA001644,BI001644,M000099,2024-05-09,4230.87,Wallet,Success
PA001645,BI001645,M001113,2024-07-28,3293.32,Net Banking,Success
PA001646,BI001646,M001027,2024-06-22,4435.28,Debit Card,Success
PA001647,BI001647,M000937,2024-04-04,4656.57,Credit Card,Success
PA001648,BI001648,M001855,2024-08-12,3174.23,Debit Card,Success
PA001649,BI001649,M001102,2024-10-16,3847.81,UPI,Refunded
PA001650,BI001650,M000139,2024-02-13,3500.32,Net Banking,Success
PA001651,BI001651,M002124,2024-06-26,2223.45,Net Banking,Success
PA001652,BI001652,M000815,2024-03-09,4981.31,Net Banking,Success
PA001653,BI001653,M001587,2024-09-18,1812.14,Net Banking,Success
PA001654,BI001654,M000033,2025-07-02,3299.46,Debit Card,Success
PA001655,BI001655,M001284,2024-12-30,4335.43,Debit Card,Success
PA001656,BI001656,M001143,2024-04-21,3355.07,Cash,Success
PA001657,BI001657,M001704,2024-04-14,3735.25,Cash,Failed
PA001658,BI001658,M001716,2025-10-27,2356.8,UPI,Success
PA001659,BI001659,M000602,2025-12-20,1280.21,UPI,Success
PA001660,BI001660,M001569,2024-10-04,1205.99,Credit Card,Success
PA001661,BI001661,M001740,2024-07-01,2627.0,UPI,Success
PA001662,BI001662,M001454,2024-03-27,5041.59,Debit Card,Success
PA001663,BI001663,M001779,2024-11-03,3888.79,Cash,Success
PA001664,BI001664,M001858,2025-10-29,1980.99,UPI,Success
PA001665,BI001665,M001058,2024-07-29,2810.47,Wallet,Success
PA001666,BI001666,M001751,2025-05-03,4969.61,UPI,Success
PA001667,BI001667,M002032,2025-09-06,2901.72,,Success
PA001668,BI001668,M001018,2024-06-30,3565.54,Debit Card,Failed
PA001669,BI001669,M000376,2025-10-06,4793.17,Credit Card,Failed
PA001670,BI001670,M001562,2025-01-11,5282.42,Cash,Refunded
PA001671,BI001671,M001089,2024-11-11,1024.7,Debit Card,Success
PA001672,BI001672,M001267,2025-06-15,4718.51,Wallet,Success
PA001673,BI001673,M000971,2025-04-04,3179.75,Cash,Success
PA001674,BI001674,M000675,2024-01-08,3957.67,Net Banking,Success
PA001675,BI001675,M002370,2025-02-06,4459.92,Credit Card,Success
PA001676,BI001676,M001174,2025-10-25,2445.37,UPI,Success
PA001677,BI001677,M000265,2025-08-29,2123.89,Wallet,Success
PA001678,BI001678,M001428,2024-09-08,3423.19,Debit Card,Success
PA001679,BI001679,M002291,2025-05-04,1373.4,UPI,Success
PA001680,BI001680,M001942,2024-05-21,3235.38,Net Banking,Success
PA001681,BI001681,M000429,2024-10-03,4155.15,Debit Card,Success
PA001682,BI001682,M000324,2025-04-17,4929.01,Credit Card,Success
PA001683,BI001683,M000692,2024-12-27,2557.0,Cash,Success
PA001684,BI001684,M002438,2024-05-20,4509.92,,Success
PA001685,BI001685,M000728,2024-02-22,3304.86,Cash,Success
PA001686,BI001686,M001511,2025-01-16,2896.81,UPI,Refunded
PA001687,BI001687,M002225,2024-04-04,3475.24,Debit Card,Success
PA001688,BI001688,M001835,2025-06-16,4901.5,Wallet,Success
PA001689,BI001689,M000449,2024-12-20,4572.2,Credit Card,Success
PA001690,BI001690,M002222,2025-02-02,4689.1,Wallet,Success
PA001691,BI001691,M002258,2025-12-13,3311.66,Debit Card,Success
PA001692,BI001692,M001907,2025-04-30,4690.54,,Success
PA001693,BI001693,M000714,2025-10-14,3116.81,Wallet,Success
PA001694,BI001694,M002184,2024-05-03,2098.49,Wallet,Success
PA001695,BI001695,M000174,2025-03-22,5566.42,UPI,Success
PA001696,BI001696,M002165,2024-07-20,3203.31,Debit Card,Success
PA001697,BI001697,M000193,2024-11-26,2145.88,Cash,Failed
PA001698,BI001698,M002003,2024-07-22,1473.77,Cash,Success
PA001699,BI001699,M002034,2025-01-09,3200.58,Debit Card,Success
PA001700,BI001700,M000596,2025-04-07,2575.76,Credit Card,Failed
PA001701,BI001701,M000783,2024-04-04,3098.25,Debit Card,Success
PA001702,BI001702,M001510,2025-06-30,4192.23,Cash,Success
PA001703,BI001703,M000335,2024-05-30,4552.72,Credit Card,Success
PA001704,BI001704,M001039,2025-02-22,1944.53,Credit Card,Success
PA001705,BI001705,M000693,2025-12-31,908.03,Credit Card,Success
PA001706,BI001706,M001362,2025-12-01,5243.2,Credit Card,Failed
PA001707,BI001707,M001211,2024-07-04,1411.09,Wallet,Success
PA001708,BI001708,M000821,2024-04-04,3878.6,Credit Card,Success
PA001709,BI001709,M000011,2025-11-17,2347.71,UPI,Success
PA001710,BI001710,M001647,2025-12-03,1654.76,Debit Card,Success
PA001711,BI001711,M000402,2025-06-08,4594.73,UPI,Success
PA001712,BI001712,M000029,2025-02-27,3633.6,Wallet,Success
PA001713,BI001713,M001918,2024-05-06,1548.45,Net Banking,Success
PA001714,BI001714,M002387,2025-11-05,3650.77,Wallet,Success
PA001715,BI001715,M001987,2025-04-28,2369.85,,Success
PA001716,BI001716,M001791,2025-06-04,2589.64,,Success
PA001717,BI001717,M001733,2024-12-17,4125.64,Cash,Success
PA001718,BI001718,M001206,2025-02-26,3175.78,UPI,Failed
PA001719,BI001719,M001335,2025-04-24,5204.04,UPI,Failed
PA001720,BI001720,M000688,2024-12-05,4949.84,Credit Card,Success
PA001721,BI001721,M000638,2025-07-27,3384.22,Cash,Success
PA001722,BI001722,M000213,2025-06-11,2665.83,Wallet,Success
PA001723,BI001723,M001682,2024-02-24,4290.59,Cash,Failed
PA001724,BI001724,M000669,2024-03-24,1625.77,Wallet,Success
PA001725,BI001725,M002052,2024-01-08,3150.53,Wallet,Success
PA001726,BI001726,M002383,2025-09-18,1731.32,Debit Card,Success
PA001727,BI001727,M001231,2025-11-15,1526.57,Cash,Refunded
PA001728,BI001728,M002269,2024-11-26,2938.36,Wallet,Success
PA001729,BI001729,M002356,2025-01-23,4514.48,Credit Card,Success
PA001730,BI001730,M001327,2024-06-05,3045.67,Cash,Success
